89.	Stevens	73 965
90.	Walsh	73 208
91.	Hunter	72 547
92.	Thomson	71 616
93.	Matthews	70 610
94.	Ross	70 274
95.	Owen	69 870
96.	Mason	69 708
97.	Knight	69 522
98.	Kennedy	69 299
99.	Butler	69 298
100.	Saunders	69 004
101.	Cole	68 854
102.	Pearce	68 707
103.	Dean	68 073
104.	Foster	67 675
105.	Harvey	67 231
106.	Hudson	66 488
107.	Gibson	66 246
108.	Mills	65 966
109.	Berry	65 022
110.	Barnes	64 291
111.	Pearson	64 156
112.	Kaur	63 969
113.	Booth	63 239
114.	Dixon	63 151
115.	Grant	63 130
116.	Gordon	62 747
117.	Lane	62 226
118.	Harper	61 606
119.	Ali	61 008
120.	Hart	60 683
121.	Mcdonald	60 431
122.	Brooks	59 633
123.	Ryan	59 545
124.	Carr	59 130
125.	Macdonald	58 450
126.	Hamilton	58 170
127.	Johnston	58 060
128.	West	57 780
129.	Gill	57 716
130.	Dawson	57 637
131.	Armstrong	56 917
132.	Gardner	56 314
133.	Stone	55 920
134.	Andrews	55 371
135.	Williamson	55 302
136.	Barker	55 092
137.	George	54 666
138.	Fisher	54 294
139.	Cunningham	54 280
140.	Watts	54 124
141.	Webb	54 036
142.	Lawrence	53 575
143.	Bradley	52 955
144.	Jenkins	52 608
145.	Wells	52 410
146.	Chambers	52 399
147.	Spencer	52 194
148.	Poole	52 038
149.	Atkinson	51 520
150.	Lawson	50 971
151.	Day	50 489
152.	Woods	50 230
153.	Rees	50 058
154.	Fraser	49 924
155.	Black	49 851
156.	Fletcher	49 725
157.	Hussain	49 663
158.	Willis	49 648
159.	Marsh	49 438
160.	Ahmed	49 385
161.	Doyle	49 093
162.	Lowe	48 795
163.	Burns	48 179
164.	Hopkins	48 145
165.	Nicholson	47 947
166.	Parry	47 611
167.	Newman	47 474
168.	Jordan	47 311
169.	Henderson	46 745
170.	Howard	46 513
171.	Barrett	46 507
172.	Burton	46 432
173.	Riley	46 323
174.	Porter	45 820
175.	Byrne	44 686
176.	Houghton	44 528
177.	John	44 411
178.	Perry	44 306
179.	Baxter	44 182
180.	Ball	43 967
181.	Mccarthy	43 841
182.	Elliott	43 810
183.	Burke	43 670
184.	Gallagher	43 183
185.	Duncan	43 107
186.	Cooke	42 991
187.	Austin	42 785
188.	Read	42 641
189.	Wallace	42 601
190.	Hawkins	42 543
191.	Hayes	42 475
192.	Francis	42 437
193.	Sutton	42 393
194.	Davidson	42 349
195.	Sharp	42 266
196.	Holland	41 869
197.	Moss	40 964
198.	May	40 836
199.	Bates	40 781
200.	Morrison	40 765
201.	Bob	40 761
202.	Oliver	40 678
203.	Kemp	40 614
204.	Page	40 554
205.	Arnold	40 053
206.	Shah	39 981
207.	Stevenson	39 857
208.	Ford	39 580
209.	Potter	39 355
210.	Flynn	39 193
211.	Warren	39 108
212.	Kent	38 924
213.	Alexander	38 849
214.	Field	38 753
215.	Freeman	38 498
216.	Begum	38 176
217.	Rhodes	37 989
218.	O neill	37 778
219.	Middleton	37 567
220.	Payne	37 552
221.	Stephenson	37 457
222.	Pritchard	37 155
223.	Gregory	36 854
224.	Bond	36 816
225.	Webster	36 737
226.	Dunn	36 674
227.	Donnelly	36 450
228.	Lucas	36 021
229.	Long	36 011
230.	Jarvis	35 979
231.	Cross	35 736
232.	Stephens	35 599
233.	Reed	35 264
234.	Coleman	35 258
235.	Nicholls	35 101
236.	Bull	35 010
237.	Bartlett	34 909
238.	O brien	34 834
239.	Curtis	34 681
240.	Bird	34 628
241.	Patterson	34 527
242.	Tucker	34 442
243.	Bryant	34 091
244.	Lynch	34 075
245.	Mackenzie	34 001
246.	Ferguson	33 983
247.	Cameron	33 846
248.	Lopez	33 832
249.	Haynes	33 812
250.	Bolton	33 800
251.	Hardy	33 773
252.	Heath	33 647
253.	Davey	33 556
254.	Rice	33 363
255.	Jacobs	32 761
256.	Parsons	32 698
257.	Ashton	32 675
258.	Robson	32 669
259.	French	32 541
260.	Farrell	32 195
261.	Walton	32 149
262.	Gilbert	32 131
263.	Mcintyre	32 129
264.	Newton	32 089
265.	Norman	32 054
266.	Higgins	31 950
267.	Hodgson	31 895
268.	Sutherland	31 784
269.	Kay	31 520
270.	Bishop	31 479
271.	Burgess	31 473
272.	Simmons	31 386
273.	Hutchinson	31 369
274.	Moran	31 308
275.	Frost	31 298
276.	Sharma	31 288
277.	Slater	31 226
278.	Greenwood	31 203
279.	Kirk	31 170
280.	Fernandez	31 117
281.	Garcia	31 015
 	Atkins	31 015
283.	Daniel	30 918
284.	Beattie	30 886
285.	Maxwell	30 847
286.	Todd	30 590
287.	Charles	30 449
288.	Paul	30 300
289.	Crawford	30 292
290.	O connor	30 271
291.	Park	30 076
292.	Forrest	30 021
293.	Love	29 973
294.	Rowland	29 927
295.	Connolly	29 874
296.	Sheppard	29 653
297.	Harding	29 560
298.	Banks	29 546
299.	Rowe	29 371
300.	Humphreys	29 354
301.	Garner	29 329
302.	Glover	29 288
303.	Sanderson	29 206
304.	Jeffery	29 162
305.	Goodwin	29 123
306.	Hewitt	29 075
307.	Daniels	28 941
 	David	28 941
309.	Sullivan	28 749
310.	Yates	28 728
311.	Howe	28 660
312.	Mackay	28 580
313.	Hammond	28 475
314.	Carpenter	28 409
315.	Miles	28 381
316.	Brady	28 356
317.	Preston	28 339
318.	Mcleod	28 324
319.	Lambert	28 257
320.	Knowles	28 130
321.	Leigh	28 126
322.	Hope	28 038
323.	Atherton	28 009
324.	Barton	27 999
325.	Finch	27 884
326.	Blake	27 815
327.	Fuller	27 759
328.	Henry	27 687
329.	Coates	27 653
330.	Hobbs	27 628
331.	Morton	27 623
332.	Howells	27 604
333.	Davison	27 581
334.	Owens	27 527
335.	Gough	27 524
336.	Dennis	27 421
337.	Wilkins	27 345
338.	Duffy	27 243
339.	Woodward	27 224
340.	Griffin	27 171
341.	Bloggs	27 096
342.	Paterson	27 085
343.	Charlton	26 783
344.	Vincent	26 729
345.	Wall	26 639
346.	Bowen	26 623
347.	Browne	26 591
348.	Donaldson	26 551
349.	Rodgers	26 511
350.	Christie	26 473
351.	Gibbons	26 441
352.	Wheeler	26 247
353.	Smart	26 231
354.	Steele	25 977
355.	Bentley	25 966
356.	Quinn	25 904
357.	Hartley	25 898
358.	Barnett	25 891
359.	Randall	25 883
360.	Sweeney	25 870
361.	Fowler	25 828
362.	Allan	25 789
363.	Brennan	25 766
364.	Douglas	25 657
365.	Holt	25 641
366.	Howell	25 632
367.	Bowden	25 626
368.	Cartwright	25 336
369.	Baird	25 304
370.	Watkins	25 289
371.	Kerr	25 206
372.	Dickson	25 093
373.	Benson	24 978
374.	Goddard	24 951
375.	Millar	24 890
376.	Broadhurst	24 880
377.	Doherty	24 816
378.	Holden	24 657
379.	Singh	24 642
380.	Tait	24 601
381.	Reilly	24 599
382.	Thorne	24 587
383.	Wyatt	24 526
384.	Power	24 494
 	Leach	24 494
386.	Lord	24 407
387.	Nelson	24 288
388.	Hilton	24 273
389.	Adam	24 252
390.	Mcgregor	24 224
391.	Mclean	24 181
392.	Walters	24 165
393.	Jennings	24 142
394.	Lindsay	24 137
395.	Nash	24 098
396.	Hancock	24 000
397.	Hooper	23 961
398.	Carroll	23 627
399.	Silva	23 579
400.	Chadwick	23 507
401.	Abbott	23 469
402.	Stuart	23 460
403.	Mellor	23 458
404.	Seymour	23 455
405.	Boyd	23 445
406.	Perkins	23 317
407.	Dale	23 235
408.	Mann	23 156
409.	Mac	23 149
410.	Haines	23 109
411.	Whelan	23 102
412.	Peters	23 073
413.	Obrien	23 070
414.	Savage	23 054
415.	Barlow	23 019
416.	Sanders	22 900
417.	Mohamed	22 899
418.	Kenny	22 890
419.	Baldwin	22 874
420.	Mcgrath	22 829
421.	Thornton	22 826
422.	Joyce	22 785
423.	Blair	22 753
424.	Whitehouse	22 738
425.	Weaver	22 632
426.	Shepherd	22 625
427.	Whitehead	22 599
428.	Little	22 553
429.	Cullen	22 514
430.	Burrows	22 500
431.	Mcfarlane	22 363
432.	Sinclair	22 331
433.	Swift	22 325
434.	Fleming	22 158
435.	Buckley	22 057
436.	Welch	21 987
437.	Vaughan	21 978
438.	Bradshaw	21 921
439.	Naylor	21 852
440.	Summers	21 736
441.	Briggs	21 724
442.	Schofield	21 676
443.	Osborne	21 632
444.	Coles	21 620
445.	Akhtar	21 618
446.	Cassidy	21 602
447.	Rossi	21 573
448.	Giles	21 572
449.	Whittaker	21 494
450.	Herbert	21 408
451.	Hicks	21 352
452.	Bourne	21 308
453.	Faulkner	21 289
454.	Weston	21 250
455.	Oneill	21 225
456.	Bray	21 149
457.	Humphrey	21 078
458.	Spence	21 065
459.	Partridge	21 048
460.	Johns	21 025
461.	Morley	20 955
462.	Welsh	20 915
463.	Kaye	20 900
464.	Bush	20 855
465.	Rooney	20 841
466.	Craig	20 837
467.	Fitzgerald	20 823
468.	Gardiner	20 782
469.	Whittle	20 780
470.	Laing	20 752
471.	Pollard	20 674
472.	Mccann	20 633
473.	Wilkes	20 512
474.	Drew	20 468
475.	Armitage	20 465
476.	Bright	20 458
477.	Hills	20 430
478.	English	20 350
479.	Devlin	20 330
480.	Winter	20 310
481.	Howarth	20 292
482.	Horne	20 287
483.	Singleton	20 168
484.	Lovell	20 132
485.	Best	20 117
486.	Kavanagh	20 083
487.	Appleton	20 021
488.	Gibbs	19 963
489.	Rawlings	19 889
490.	Mckenna	19 854
491.	Turnbull	19 851
492.	Bernard	19 673
493.	Stanton	19 581
494.	Kirby	19 556
495.	Wills	19 365
496.	Carey	19 272
497.	Sawyer	19 198
498.	Crossley	19 152
499.	Piper	19 148
500.	Joseph	19 077
501.	Fenton	19 070
502.	Bruce	19 031
503.	Connor	18 995
504.	Reeves	18 965
505.	Norris	18 932
506.	Needham	18 912
507.	Firth	18 871
508.	Clarkson	18 815
509.	Dyer	18 737
510.	Brookes	18 724
511.	Townsend	18 703
512.	Cairns	18 682
513.	Guest	18 557
514.	Wallis	18 532
515.	Thorpe	18 509
516.	Parkinson	18 340
517.	Sykes	18 328
518.	Lees	18 314
519.	Gale	18 296
520.	Blackburn	18 287
521.	Holloway	18 258
522.	Hurst	18 233
523.	Mcintosh	18 230
524.	Smyth	18 203
525.	Conway	18 175
526.	Bowman	18 159
527.	Mclaughlin	18 152
528.	Senior	18 118
529.	Bassett	18 112
530.	Collier	18 110
531.	Corbett	18 090
532.	Heaton	18 088
533.	Curry	18 069
534.	Humphries	18 051
535.	Copeland	18 018
536.	Fitzpatrick	17 959
537.	Sloan	17 952
 	Parr	17 952
539.	Archer	17 944
540.	Hough	17 913
541.	Ireland	17 908
542.	Tomlinson	17 878
543.	Edge	17 828
544.	Burt	17 793
545.	Stokes	17 792
546.	Cope	17 778
547.	Tanner	17 775
548.	Chandler	17 759
549.	Tyler	17 735
550.	Goodman	17 698
551.	Mckay	17 639
552.	Wickens	17 568
553.	Horton	17 489
554.	Stacey	17 457
555.	Skinner	17 321
556.	Shields	17 267
557.	Reeve	17 260
558.	Mccallum	17 237
559.	Noble	17 227
560.	Whyte	17 220
561.	Barr	17 198
562.	Muir	17 136
563.	Kane	17 128
564.	Simons	17 123
565.	Cannon	17 075
566.	Pope	17 071
567.	Barry	17 039
568.	Mckenzie	17 034
569.	England	17 002
570.	Dalton	16 956
571.	Hanson	16 954
572.	Mccormack	16 895
573.	Rahman	16 869
574.	Philip	16 836
575.	Marriott	16 746
576.	Barclay	16 720
577.	Simon	16 672
578.	Logan	16 671
579.	Farrow	16 653
580.	Hood	16 649
581.	Flower	16 646
582.	Matthams	16 636
583.	Wardle	16 635
584.	Sims	16 612
585.	Woodcock	16 584
586.	Crowther	16 557
587.	Waters	16 555
588.	Mooney	16 553
589.	Gould	16 512
590.	Malone	16 479
591.	Peacock	16 474
592.	Gunn	16 446
593.	Mcneill	16 424
594.	Davie	16 398
595.	Donald	16 397
596.	Healy	16 378
597.	Mcgill	16 370
598.	Hutton	16 320
599.	Neal	16 304
600.	Britton	16 297
601.	Mcguire	16 293
602.	Currie	16 214
603.	Mcmahon	16 151
604.	Dunne	16 146
605.	Milne	16 134
606.	Blackmore	15 967
607.	Carty	15 938
608.	Wiggins	15 933
609.	Morrow	15 895
610.	Stubbs	15 841
611.	Mcmillan	15 829
612.	Farmer	15 819
613.	Macgregor	15 792
614.	Downes	15 789
615.	Strong	15 777
616.	Ware	15 776
617.	Marsden	15 751
618.	Sanchez	15 717
619.	Terry	15 708
620.	Bowers	15 689
621.	Brett	15 688
622.	Gilmour	15 680
623.	Bevan	15 655
624.	Clayton	15 647
625.	Rigby	15 625
626.	Daly	15 608
627.	Hogg	15 519
 	Rodriguez	15 519
629.	Stott	15 501
630.	Munro	15 484
631.	Betts	15 463
632.	Hubbard	15 452
633.	Greaves	15 404
634.	Bryan	15 400
635.	Rowley	15 353
636.	Irvine	15 320
637.	Bain	15 307
638.	Weir	15 297
639.	Vickers	15 260
640.	Clay	15 237
641.	Sharpe	15 198
642.	Steadman	15 197
643.	Alcock	15 185
644.	Barrow	15 175
645.	Childs	15 158
646.	Monaghan	15 141
647.	Searle	15 127
648.	Coombes	15 118
649.	Hodge	15 110
650.	Clegg	15 105
651.	Redman	15 091
652.	Callaghan	14 928
653.	Lang	14 926
654.	Rudd	14 912
655.	Mcdonnell	14 903
656.	Barron	14 889
657.	Bullock	14 884
658.	Ratcliffe	14 873
659.	Neville	14 858
660.	Norton	14 856
 	Larkin	14 856
662.	Richmond	14 790
663.	Robins	14 778
664.	Neale	14 767
665.	Carson	14 750
666.	Draper	14 746
667.	Rankin	14 731
668.	Lacey	14 727
669.	Parkes	14 632
670.	Ferreira	14 627
671.	Robbins	14 611
672.	Broughton	14 587
673.	Higgs	14 568
674.	Macleod	14 546
675.	Mcghee	14 545
676.	Clements	14 535
677.	Maguire	14 522
678.	Harrington	14 504
679.	Tate	14 474
680.	Clifford	14 416
681.	Curran	14 406
682.	Drummond	14 339
683.	Burnett	14 309
684.	Wilde	14 222
685.	Buchanan	14 203
686.	Woolley	14 201
687.	Busby	14 155
688.	Mcdermott	14 148
689.	Peterson	14 125
690.	Stanley	14 118
691.	Preece	14 106
692.	Bains	14 064
693.	Ramsay	14 010
694.	Foley	14 004
695.	Dickinson	13 939
696.	Bannister	13 921
697.	Lyons	13 916
698.	Lennon	13 882
699.	Lister	13 845
700.	Nichols	13 842
701.	Ryder	13 841
702.	Pratt	13 830
703.	Mansell	13 785
704.	Brook	13 770
705.	Mccartney	13 701
706.	Metcalfe	13 652
707.	Nixon	13 651
708.	Fulton	13 650
709.	Hayward	13 636
710.	Warner	13 628
711.	Mullins	13 604
712.	Dupont	13 320
713.	Mohammed	13 267
714.	Samuels	13 263
715.	Fellows	13 261
716.	Prince	13 256
717.	Conroy	13 249
718.	Hastings	13 240
719.	Sheldon	13 206
720.	Ridley	13 190
721.	Povey	13 185
 	Short	13 185
723.	Webber	13 181
724.	Eaton	13 173
725.	Casey	13 156
726.	Wharton	13 150
727.	Simmonds	13 144
 	Beale	13 144
729.	Iles	13 140
730.	Buxton	13 135
731.	Wormald	13 105
732.	Sadler	13 094
733.	Grainger	13 063
734.	Perez	13 046
735.	Mcpherson	13 036
736.	Prentice	13 031
737.	Wicks	13 026
738.	Feeney	13 024
739.	Chamberlain	13 021
740.	Mustafa	13 015
741.	Eastwood	13 014
742.	Levy	13 007
743.	Milner	12 994
744.	Lynn	12 986
745.	Waller	12 969
746.	Salter	12 966
747.	Bowler	12 959
748.	Sumner	12 931
749.	Hodson	12 924
750.	Leonard	12 923
751.	Salt	12 894
752.	Talbot	12 889
753.	Wade	12 888
754.	North	12 874
755.	Finney	12 865
756.	Pitt	12 840
757.	Everett	12 823
758.	Plant	12 810
759.	Plummer	12 778
760.	Mcloughlin	12 771
761.	Cummings	12 766
762.	Crane	12 718
763.	Bowes	12 714
764.	Whittington	12 706
765.	Walmsley	12 684
766.	Harwood	12 682
767.	Barber	12 673
768.	Worthington	12 664
769.	Hassan	12 656
770.	Squires	12 647
771.	Dolan	12 645
772.	Edmonds	12 622
773.	Swan	12 613
 	Meredith	12 613
775.	Barnard	12 611
776.	Bonner	12 596
777.	Michael	12 592
778.	Horner	12 580
779.	Wheatley	12 549
780.	Dunkley	12 518
781.	Hirst	12 512
782.	Corrigan	12 504
783.	Lamb	12 490
784.	Wilcox	12 483
785.	Mckeown	12 476
786.	Hamer	12 428
787.	Roach	12 407
788.	Whitfield	12 403
789.	Bateman	12 386
790.	Hibbert	12 385
791.	Dowling	12 378
792.	York	12 377
793.	Mccormick	12 370
794.	Pemberton	12 356
795.	Irving	12 339
796.	Mclellan	12 338
797.	Rodrigues	12 327
 	Duff	12 327
799.	Sheridan	12 325
800.	Beaumont	12 321
801.	Rich	12 313
802.	Macfarlane	12 307
803.	Southern	12 291
804.	Bean	12 278
805.	Redmond	12 250
806.	Connelly	12 248
807.	Dodd	12 242
808.	Gillespie	12 226
809.	Deacon	12 221
810.	Browning	12 188
 	Hargreaves	12 188
812.	Knott	12 178
 	Nolan	12 178
814.	Devine	12 176
815.	Kidd	12 151
816.	Potts	12 112
817.	Mair	12 102
818.	Goulding	12 100
819.	Wainwright	12 095
820.	Fountain	12 090
821.	Crouch	12 086
822.	Hackett	12 080
823.	Boyle	12 069
824.	Beck	11 663
825.	Denton	11 659
826.	Rennie	11 656
827.	Duggan	11 653
828.	Bostock	11 620
829.	Calvert	11 607
830.	Hale	11 606
831.	Mcmanus	11 604
832.	Millington	11 600
 	Fielding	11 600
834.	Nairn	11 594
835.	Whiteley	11 589
836.	Keenan	11 588
837.	Dickens	11 520
 	Crisp	11 520
839.	Blundell	11 513
 	Aitken	11 513
841.	Cohen	11 510
842.	Regan	11 497
843.	Roche	11 476
844.	Lake	11 464
845.	Bouvet	11 458
846.	Bass	11 457
847.	Kouma	11 453
848.	O donnell	11 442
849.	Rayner	11 439
850.	Aldred	11 433
851.	Keeling	11 427
852.	Mcneil	11 426
853.	Derrick	11 397
854.	Kearns	11 386
855.	Greenaway	11 378
856.	Moody	11 371
857.	Whitmore	11 365
858.	Croft	11 363
859.	Schmidt	11 362
860.	Mccabe	11 352
861.	Lowry	11 346
862.	Andrew	11 340
863.	Franks	11 339
864.	Mcphee	11 337
 	Waring	11 337
866.	Cresswell	11 328
867.	Redfern	11 322
868.	Storey	11 317
869.	Mcculloch	11 309
 	Crowe	11 309
871.	Kearney	11 302
872.	Pike	11 296
873.	Hull	11 290
874.	Reader	11 284
 	Proctor	11 284
876.	Robin	11 272
877.	Haigh	11 268
878.	Gates	11 265
879.	Grey	11 240
880.	Easton	11 230
881.	Langley	11 224
882.	Odling	11 222
883.	Cousins	11 216
884.	Brewer	11 208
885.	Franklin	11 203
886.	Mcgowan	11 201
887.	Churchill	11 166
888.	Hagan	11 144
889.	Bridges	11 117
 	Bear	11 117
891.	Bone	11 116
 	Blackman	11 116
893.	Finnegan	11 098
 	Holman	11 098
895.	Spooner	11 093
896.	Penn	11 085
897.	Mcarthur	11 079
898.	Frame	11 073
899.	Paine	11 055
900.	Molloy	11 052
901.	Greig	11 042
902.	Thatcher	11 033
903.	Cornish	11 032
904.	Dawe	11 026
905.	Bellamy	11 023
906.	Dunlop	11 017
907.	Farley	10 994
908.	Mcnamara	10 993
909.	Ferry	10 992
910.	Legge	10 955
911.	Traynor	10 953
912.	Hawes	10 949
 	Judge	10 949
914.	Ingram	10 935
915.	Markham	10 921
916.	Leech	10 919
917.	Mcnally	10 915
918.	Hume	10 912
 	Gonzalez	10 912
920.	Kirkpatrick	10 890
921.	Timms	10 888
922.	Beech	10 885
923.	O sullivan	10 881
924.	Ashley	10 868
925.	Boyce	10 864
926.	Gamble	10 862
927.	Kendall	10 857
928.	Emery	10 850
929.	Hutchings	10 835
 	Sargent	10 835
931.	Hook	10 819
932.	Amin	10 811
933.	Wagstaff	10 809
934.	Chester	10 800
935.	Adamson	10 794
 	Horn	10 794
937.	Holding	10 776
 	Pullen	10 776
939.	Halliday	10 775
940.	Ellwood	10 766
941.	Lyon	10 763
942.	Myers	10 757
943.	Burn	10 752
944.	Couch	10 732
 	Maughan	10 732
946.	Haworth	10 718
947.	Coulson	10 716
948.	Sharples	10 714
949.	Mcdougall	10 704
950.	Bate	10 701
951.	Hampton	10 690
 	Jamieson	10 690
953.	Sheehan	10 677
954.	Ahmad	10 659
955.	East	10 658
 	Lomas	10 658
957.	Whitaker	10 646
958.	Sparrow	10 640
959.	Amos	10 638
960.	Bloom	10 636
961.	Watt	10 609
962.	Mccaffrey	10 603
963.	O leary	10 602
964.	Cottrell	10 592
965.	Almond	10 568
966.	Stamp	10 566
967.	Driscoll	10 562
968.	Martins	10 004
969.	Woodley	9 998
970.	Peel	9 986
971.	Tierney	9 985
972.	Handley	9 982
973.	Allman	9 978
974.	Findlay	9 977
975.	Mackie	9 972
976.	Farrington	9 968
977.	Whitworth	9 966
978.	Cotton	9 959
979.	Major	9 955
980.	Goldsmith	9 949
981.	Holder	9 939
982.	Hulme	9 924
983.	Carney	9 922
 	Brandrick	9 922
985.	Prosser	9 918
986.	Wilks	9 910
987.	Dalby	9 908
 	Dillon	9 908
989.	Knights	9 903
990.	Colley	9 898
991.	Forster	9 865
992.	Butt	9 864
993.	Oakley	9 856
994.	Mahoney	9 851
 	Hindley	9 851
996.	Melia	9 839
997.	Hollis	9 838
998.	Mill	9 837
999.	Travers	9 831
1 000.	Delamarre	9 829
1 001.	Santos	9 823
1 002.	Greene	9 818
1 003.	Fawcett	9 816
 	Ingham	9 816
1 005.	Grimes	9 814
1 006.	Moon	9 800
1 007.	Costello	9 795
1 008.	Downing	9 793
1 009.	Hindle	9 790
1 010.	Beal	9 789
1 011.	Allison	9 785
1 012.	Nicol	9 784
1 013.	Mulligan	9 781
1 014.	Ashcroft	9 764
1 015.	Gilbey	9 761
1 016.	Braithwaite	9 758
 	Sampson	9 758
1 018.	Martinez	9 755
1 019.	Raymond	9 754
1 020.	Keogh	9 727
1 021.	Royle	9 723
1 022.	Durrant	9 715
1 023.	Abraham	9 680
1 024.	Pugh	9 679
1 025.	Upton	9 674
 	Wales	9 674
1 027.	Meadows	9 673
1 028.	Mcconnell	9 663
 	Buck	9 663
1 030.	Small	9 662
1 031.	Leslie	9 660
1 032.	Fenwick	9 656
1 033.	Drake	9 644
1 034.	Gomez	9 625
1 035.	Gibbins	9 622
1 036.	Forrester	9 621
 	Sherriff	9 621
1 038.	Macrae	9 619
1 039.	Mangnall	9 600
1 040.	Bradbury	9 598
1 041.	Moseley	9 591
1 042.	De ath	9 589
 	Caldwell	9 589
1 044.	Birch	9 587
1 045.	Mclaren	9 586
1 046.	Larsen	9 575
1 047.	Storer	9 574
1 048.	Mcrae	9 570
1 049.	Blanchard	9 563
1 050.	Weeks	9 562
1 051.	Forde	9 560
1 052.	Millward	9 557
1 053.	Waldron	9 551
1 054.	Brookfield	9 550
1 055.	Gibb	9 548
1 056.	Eden	9 547
1 057.	Wilkie	9 543
1 058.	Hickey	9 536
1 059.	Chilvers	9 535
1 060.	Partington	9 534
1 061.	Pallett	9 520
 	Manning	9 520
 	London	9 520
1 064.	Karim	9 515
1 065.	Kelsey	9 503
1 066.	Knox	9 502
1 067.	Bamford	9 498
1 068.	Halliwell	9 482
1 069.	Moorhouse	9 477
1 070.	Duke	9 475
1 071.	Mack	9 473
1 072.	Hyde	9 467
1 073.	Bedford	9 466
1 074.	Nott	9 464
1 075.	Mullen	9 456
1 076.	Hodgkinson	9 450
1 077.	Locke	9 433
1 078.	Wild	9 431
1 079.	Mctaggart	9 428
1 080.	Chauhan	9 420
1 081.	Squire	9 418
1 082.	Ramsden	9 415
1 083.	Maher	9 413
 	Waugh	9 413
1 085.	Shipley	9 409
1 086.	Chalmers	9 404
1 087.	Broadley	9 403
1 088.	Walls	9 399
1 089.	Algar	9 398
 	Groves	9 398
1 091.	Pryor	9 391
1 092.	Valentine	9 382
1 093.	Chan	9 375
1 094.	Donovan	9 371
1 095.	Nunn	9 365
1 096.	Warburton	9 356
1 097.	Milward	9 354
1 098.	Gooding	9 348
1 099.	Marlow	9 344
1 099.	Macintyre	9 344
1 101.	Hennessy	9 339
1 102.	Llewellyn	9 327
1 103.	Parish	9 322
1 104.	Montgomery	9 313
1 105.	Haslam	9 311
 	Coulter	9 311
1 107.	Gillett	9 301
1 108.	Snowden	9 284
1 109.	Burr	9 275
1 110.	Rushton	9 271
1 111.	Finlay	9 269
1 112.	Malley	9 264
1 113.	Slade	9 249
1 114.	Gaynor	9 246
1 115.	Westwood	9 245
1 116.	Brooke	9 243
1 117.	Dodds	9 238
 	Prior	9 238
1 119.	Osman	9 221
 	Strange	9 221
1 121.	Giblin	9 217
1 122.	Batten	9 215
1 123.	Lander	9 212
1 124.	Sayers	9 211
1 125.	Mcfadden	9 210
1 126.	Orchard	9 205
1 127.	Baron	9 201
1 128.	Benjamin	9 197
1 129.	Ritchie	9 194
1 130.	Ransom	9 191
1 131.	Heywood	9 178
1 132.	Townend	9 170
1 133.	Friend	9 160
1 134.	Ansell	9 158
1 135.	Gleave	9 155
1 136.	Boulton	9 146
1 137.	Hogan	9 127
1 138.	Fryer	9 125
 	Garrett	9 125
1 140.	Moriarty	9 124
1 141.	Leith	9 116
1 142.	Court	9 111
1 143.	Hampson	9 110
1 144.	Radcliffe	9 103
1 145.	Styles	9 099
1 146.	Stringer	9 090
1 147.	Purvis	9 087
1 148.	Mortimer	9 080
1 149.	Johnstone	9 079
1 150.	More	9 073
1 151.	Grundy	9 072
1 152.	Millard	9 068
1 153.	Jacques	9 066
1 154.	Cracknell	9 065
1 155.	Warwick	9 062
1 156.	Dwyer	9 052
1 157.	Wise	9 048
1 158.	Dyson	8 337
1 159.	Addison	8 333
1 160.	Grimshaw	8 331
 	Platt	8 331
1 162.	Nuttall	8 330
